student_id,gender,age,department,cgpa,backlogs,attendance_percentage,programming_skills,dsa_skills,core_subjects,projects_completed,internships,certifications,communication_skills,leadership,teamwork,hackathons,extracurricular_score,aptitude_score,interview_score,resume_score,mock_interview_score,placement_status,package_lpa
2220,Male,20,CSE,6.02,5,85.05,5,1,9,2,2,0,3,10,4,3,1,44,51,6,4,0,0.0
2221,Female,23,Mechanical,5.81,4,80.88,10,9,1,2,2,1,8,1,6,3,5,59,57,3,7,1,8.76
2222,Male,20,CSE,6.74,5,83.04,6,6,9,3,2,4,6,1,5,1,8,64,78,7,9,1,11.7
2223,Female,22,Civil,9.38,5,77.44,5,8,4,4,1,2,9,6,4,1,5,76,90,1,3,1,10.71
2224,Male,20,ECE,7.29,3,78.69,1,10,10,3,2,3,7,7,6,4,9,79,69,6,5,1,6.49
2225,Female,21,CSE,9.42,4,91.15,5,10,7,2,2,1,8,9,7,3,7,86,44,8,1,1,5.95
2226,Male,20,ECE,6.6,2,68.8,2,8,2,1,2,5,9,5,9,1,8,53,96,5,4,0,0.0
2227,Male,23,CSE,6.09,0,75.86,4,2,3,0,1,0,6,1,9,1,5,72,92,3,8,0,0.0
2228,Male,24,CSE,7.38,5,98.31,2,2,4,1,3,4,8,1,2,2,5,93,90,9,3,1,7.82
2229,Male,20,ECE,7.95,2,67.6,8,3,5,5,2,1,2,9,9,2,6,54,97,5,7,1,13.38
2230,Female,20,Civil,6.88,1,71.75,7,8,2,1,1,1,1,9,4,0,6,88,76,5,3,0,0.0
2231,Female,22,CSE,6.66,2,67.66,9,8,7,2,3,4,9,2,2,0,7,47,68,4,5,1,13.2
2232,Male,23,Civil,6.05,0,60.82,4,5,6,3,3,5,10,2,8,3,1,97,78,3,4,1,5.18
2233,Female,24,IT,6.32,1,70.79,5,2,9,5,0,1,6,9,4,1,3,59,49,5,3,0,0.0
2234,Male,21,EEE,8.23,3,61.86,9,4,7,2,2,0,10,5,2,2,1,89,70,5,2,1,7.94
2235,Male,20,IT,6.78,1,66.19,9,4,10,2,3,3,10,7,3,4,7,57,85,10,8,1,9.01
2236,Female,24,EEE,5.38,4,74.51,2,7,10,5,0,0,3,5,9,0,3,50,57,6,1,0,0.0
2237,Male,21,IT,5.66,0,60.83,1,4,2,5,3,0,3,8,6,4,1,81,39,2,9,0,0.0
2238,Male,23,EEE,6.79,4,90.12,3,10,3,5,1,3,8,8,10,4,8,90,98,2,4,1,4.27
2239,Female,23,CSE,9.44,2,91.82,10,6,3,4,2,5,3,7,10,4,9,55,57,2,5,1,6.02
2240,Male,24,ECE,6.82,3,76.46,1,2,8,5,3,1,10,1,5,4,7,80,32,2,4,1,11.66
2241,Male,21,ECE,5.29,0,99.39,6,2,8,4,1,4,6,1,7,0,4,89,36,3,3,1,3.01
2242,Male,23,Mechanical,7.01,3,87.16,8,5,3,0,1,4,6,8,2,4,6,70,49,3,2,1,7.52
2243,Male,24,EEE,8.21,5,89.75,4,1,8,4,2,2,5,7,9,4,2,47,94,3,10,0,0.0
2244,Female,23,Mechanical,7.85,0,67.69,4,2,5,0,3,0,7,5,10,0,7,78,51,1,3,1,8.94
2245,Female,23,Civil,6.34,4,93.5,10,3,4,1,2,3,4,2,9,0,6,59,90,4,3,1,14.79
2246,Female,23,Civil,8.3,2,97.8,1,9,4,1,1,4,10,2,10,0,4,38,58,3,6,0,0.0
2247,Male,22,Mechanical,8.03,1,69.45,9,9,4,2,0,3,6,9,10,4,3,76,64,1,4,1,14.5
2248,Male,21,EEE,5.83,3,87.46,10,7,1,1,3,4,1,7,8,3,6,92,88,9,5,1,5.78
2249,Female,24,ECE,5.78,0,89.88,8,5,7,4,3,3,3,6,2,2,8,93,90,3,4,1,11.25
2250,Male,24,EEE,7.63,0,72.21,3,2,10,4,2,0,7,5,6,2,8,87,44,1,8,1,11.59
2251,Male,21,Civil,8.17,5,79.0,3,2,10,4,3,2,9,9,4,4,8,66,37,7,9,1,14.61
2252,Male,21,CSE,9.62,3,63.9,10,8,4,3,1,2,1,3,3,4,9,84,65,10,7,1,14.96
2253,Male,21,Mechanical,7.03,1,66.92,4,3,2,4,3,0,4,8,3,1,4,63,68,6,9,0,0.0
2254,Female,21,Mechanical,8.67,2,62.46,4,7,1,5,2,5,7,6,9,4,8,94,65,5,1,1,7.42
2255,Female,20,Civil,5.56,0,82.41,2,6,3,2,2,5,10,9,4,1,9,62,53,10,2,1,12.03
2256,Female,24,EEE,9.27,0,85.01,4,6,1,2,1,1,9,9,8,2,1,66,54,7,2,1,7.1
2257,Male,20,Mechanical,8.04,3,96.64,2,3,5,1,1,1,8,5,1,2,10,57,96,7,6,0,0.0
2258,Female,23,ECE,8.02,3,81.69,7,6,6,0,0,3,2,7,10,3,3,43,99,7,9,0,0.0
2259,Female,23,Mechanical,5.68,0,70.42,5,4,6,5,2,0,2,6,4,3,9,62,73,1,2,0,0.0
2260,Male,24,EEE,5.19,0,62.38,7,1,6,5,0,0,9,2,8,2,4,49,74,7,6,1,7.79
2261,Male,23,Civil,8.37,5,95.4,6,8,7,5,0,3,2,8,8,2,10,41,91,2,7,0,0.0
2262,Female,21,ECE,5.56,0,79.15,2,9,1,3,3,3,10,8,10,2,3,69,59,2,10,1,6.55
2263,Female,20,ECE,5.61,4,89.49,2,3,4,0,0,4,7,9,5,0,7,34,88,10,2,0,0.0
2264,Female,21,Mechanical,5.9,0,60.59,1,1,10,3,0,2,10,10,7,0,2,68,51,3,1,0,0.0
2265,Female,23,EEE,5.47,2,79.53,1,1,10,5,0,4,9,1,9,3,7,93,77,6,1,0,0.0
2266,Male,20,Mechanical,8.0,2,73.03,5,1,9,2,0,3,8,6,3,0,9,38,76,4,6,0,0.0
2267,Female,21,CSE,7.03,5,61.21,5,9,10,2,0,3,5,4,3,2,7,59,90,4,8,0,0.0
2268,Female,24,Civil,6.28,1,91.03,7,10,2,3,1,3,2,6,8,1,6,35,54,3,10,0,0.0
2269,Male,21,CSE,7.12,3,80.52,1,5,8,1,0,4,6,3,4,4,1,89,49,9,2,0,0.0
2270,Female,23,ECE,9.05,1,73.33,5,3,7,4,1,2,7,9,3,0,3,32,82,10,3,1,9.78
2271,Male,20,Mechanical,9.45,0,92.23,2,10,7,4,1,3,10,6,10,0,4,42,44,5,9,1,9.49
2272,Male,24,CSE,7.34,3,77.88,10,9,3,0,3,1,7,6,9,2,9,91,43,1,6,1,14.88
2273,Male,20,IT,7.72,0,60.14,1,10,2,2,1,2,5,3,10,2,7,38,92,6,3,0,0.0
2274,Female,24,CSE,6.23,3,97.78,7,9,2,4,1,1,10,10,10,2,5,35,95,7,5,1,12.57
2275,Female,20,Mechanical,7.47,5,70.23,3,6,3,2,1,1,9,5,10,2,7,61,52,10,8,1,13.39
2276,Male,23,Mechanical,8.59,4,93.22,9,5,3,5,2,2,6,10,8,4,4,60,89,10,1,1,3.95
2277,Female,24,Civil,7.36,4,92.66,5,1,10,2,1,1,10,9,6,4,8,80,33,5,6,1,3.18
2278,Female,22,CSE,6.45,4,66.49,5,6,2,2,2,0,9,8,4,0,5,64,44,4,2,1,4.65
2279,Male,20,Mechanical,7.79,5,78.96,5,5,7,4,2,4,8,10,1,4,6,50,78,6,8,1,3.89
2280,Male,20,Mechanical,9.54,1,61.61,9,9,2,4,3,3,10,3,8,0,10,78,73,5,1,1,13.97
2281,Female,21,Civil,9.26,3,74.18,10,7,6,5,1,0,9,1,4,3,10,85,44,8,2,1,3.92
2282,Male,24,Civil,8.69,1,89.24,1,3,5,4,1,3,1,6,2,1,7,95,58,10,10,0,0.0
2283,Female,22,Civil,6.33,3,69.48,5,5,7,3,1,3,2,7,6,2,5,59,82,2,1,0,0.0
2284,Female,23,Civil,6.16,0,64.69,10,6,7,4,3,0,8,10,10,1,5,45,36,8,4,1,7.61
2285,Female,21,IT,9.02,4,80.28,6,2,8,2,2,3,6,9,1,4,5,84,51,3,1,1,6.26
2286,Female,22,ECE,5.87,4,81.48,9,7,4,5,2,2,1,10,7,0,9,90,33,9,1,1,13.88
2287,Male,24,Mechanical,7.91,3,87.03,3,9,10,2,3,4,10,8,9,4,1,72,87,3,5,1,8.8
2288,Male,22,EEE,7.11,1,90.37,1,10,5,5,0,3,1,1,6,0,4,48,98,1,8,0,0.0
2289,Male,20,Civil,7.25,1,87.83,8,9,10,0,1,4,1,10,5,0,8,96,41,10,8,1,8.35
2290,Male,20,ECE,7.18,2,93.82,9,5,4,1,0,5,3,4,3,2,4,41,88,2,8,0,0.0
2291,Female,21,Civil,9.32,4,68.92,6,8,7,3,2,1,9,4,10,0,5,75,70,6,5,1,13.45
2292,Female,24,ECE,5.42,4,82.79,5,9,3,5,2,3,6,1,7,2,4,48,52,3,1,0,0.0
2293,Male,24,EEE,8.76,1,74.4,8,6,10,0,2,1,2,6,2,2,8,56,87,1,1,1,5.81
2294,Female,22,CSE,9.01,4,98.48,6,4,2,5,0,4,8,1,1,4,5,52,97,7,2,1,9.79
2295,Female,21,IT,9.53,1,77.61,6,4,4,3,0,0,10,2,2,3,6,95,56,6,5,1,14.45
2296,Female,24,Mechanical,7.17,2,98.39,9,3,5,3,1,4,3,2,4,1,9,61,95,10,8,1,14.19
2297,Male,20,CSE,7.4,3,90.76,9,9,1,2,0,2,1,5,4,2,8,94,69,4,5,1,13.69
2298,Male,22,EEE,9.61,3,88.74,1,10,3,2,3,2,10,9,2,2,3,77,65,6,10,1,13.62
2299,Male,23,IT,7.2,2,79.66,2,6,8,2,3,4,6,5,4,4,10,58,48,9,4,0,0.0
2300,Female,20,IT,7.42,4,77.74,1,8,5,2,1,4,4,1,5,2,1,98,37,10,4,0,0.0
2301,Male,21,IT,6.59,0,81.06,2,2,1,0,1,1,6,4,8,1,6,30,55,5,6,0,0.0
2302,Male,24,EEE,5.15,4,71.75,3,4,4,1,0,1,8,5,5,4,10,31,99,5,6,0,0.0
2303,Male,20,Civil,7.08,1,96.18,2,2,8,1,0,3,4,10,1,1,2,79,45,3,8,0,0.0
2304,Male,23,Civil,8.14,5,91.77,6,3,8,5,1,1,4,10,10,0,6,46,73,3,2,0,0.0
2305,Male,23,Civil,8.31,0,92.06,4,2,2,0,0,5,6,4,7,4,8,41,76,3,10,0,0.0
2306,Male,21,CSE,5.03,2,77.33,5,9,9,1,1,0,2,3,8,1,1,71,90,7,5,0,0.0
2307,Female,20,Mechanical,8.85,3,62.84,10,9,10,5,2,0,3,9,4,3,4,83,53,4,4,1,4.36
2308,Female,22,IT,7.36,3,87.32,9,6,1,4,2,5,2,1,1,1,8,85,35,8,9,1,10.69
2309,Male,20,IT,7.5,4,74.98,2,7,10,4,1,1,9,6,10,4,10,48,96,8,6,0,0.0
2310,Male,23,CSE,9.62,3,94.82,3,5,8,4,2,5,4,6,10,3,1,86,56,1,7,1,5.23
2311,Female,21,Civil,6.37,4,91.21,10,10,8,2,0,4,3,6,4,3,6,74,91,3,5,1,6.65
2312,Female,21,IT,8.66,1,65.81,1,1,6,4,3,4,2,5,10,4,2,39,97,10,3,0,0.0
2313,Male,22,IT,7.76,1,84.07,2,4,1,5,1,0,1,10,4,1,2,81,36,5,3,0,0.0
2314,Male,21,EEE,8.36,2,87.69,1,4,9,3,1,4,2,3,5,2,2,60,36,2,2,0,0.0
2315,Male,21,ECE,7.01,5,82.73,9,8,10,3,2,2,4,9,8,2,5,99,95,10,5,1,8.3
2316,Male,21,CSE,6.34,1,80.56,3,5,3,5,1,4,4,6,4,1,3,78,72,2,7,0,0.0
2317,Female,21,CSE,7.62,4,69.11,3,3,1,0,2,0,7,3,1,4,3,68,85,6,4,1,5.25
2318,Male,21,Civil,6.8,3,69.44,7,1,7,3,1,3,3,5,1,3,7,85,83,8,3,1,4.8
2319,Male,23,CSE,6.07,1,90.72,1,1,10,5,0,1,7,10,4,0,3,37,77,4,7,0,0.0
2320,Male,20,Civil,9.03,1,60.75,9,5,5,5,2,1,4,1,10,3,4,81,71,4,6,1,12.84
2321,Male,24,EEE,7.28,4,91.16,7,8,2,0,3,3,9,10,7,0,7,89,94,8,8,1,6.07
2322,Female,21,EEE,9.07,1,81.07,9,9,1,1,0,2,7,9,5,1,2,71,47,4,9,1,13.02
2323,Female,24,Mechanical,7.28,3,97.45,8,10,6,3,1,2,2,8,7,0,3,44,48,10,5,0,0.0
2324,Female,24,Civil,7.67,5,99.89,5,10,1,5,2,3,9,8,10,4,8,32,74,6,9,1,4.38
2325,Male,23,EEE,9.78,3,86.54,3,2,6,5,0,4,9,10,5,4,10,56,49,3,10,1,12.03
2326,Male,21,Civil,9.57,5,76.49,9,5,1,3,1,0,2,7,9,3,8,62,59,1,1,1,9.28
2327,Female,24,CSE,6.3,3,79.0,5,4,7,0,2,2,8,6,9,4,3,70,36,7,3,1,11.73
2328,Male,21,Mechanical,9.17,3,68.17,9,3,7,3,0,2,7,10,3,2,7,52,52,8,5,1,11.54
2329,Male,22,ECE,6.87,0,63.97,3,8,10,0,2,3,1,2,8,3,3,80,44,5,6,0,0.0
2330,Female,22,IT,5.34,3,83.15,6,2,4,3,1,5,1,7,10,3,5,65,64,8,1,0,0.0
2331,Female,22,IT,7.76,0,92.22,2,2,7,5,0,3,8,3,5,2,3,64,53,2,1,0,0.0
2332,Female,24,Mechanical,9.69,3,70.47,3,5,8,2,1,2,10,5,5,2,5,68,96,4,4,1,10.1
2333,Female,22,Civil,9.68,3,76.79,2,10,8,1,0,4,5,4,7,1,2,75,78,9,1,0,0.0
2334,Male,23,Civil,5.61,4,82.19,2,10,3,3,1,5,9,1,1,1,10,53,74,1,9,0,0.0
2335,Male,23,Civil,8.7,5,96.32,5,10,8,5,1,1,3,7,1,1,3,45,45,3,3,0,0.0
2336,Female,24,ECE,8.85,3,65.55,10,1,3,1,2,1,3,1,8,0,9,95,83,5,10,1,7.22
2337,Male,21,IT,6.77,1,69.48,4,7,5,3,2,1,8,4,2,3,1,62,57,8,2,1,12.53
2338,Female,20,Mechanical,8.16,3,96.74,4,9,1,3,0,5,5,8,5,4,4,49,83,10,9,0,0.0
2339,Female,21,Civil,7.34,2,61.58,8,2,7,2,0,1,1,9,9,3,2,86,65,4,9,0,0.0
2340,Male,21,EEE,6.09,4,86.24,6,10,10,4,1,2,9,9,1,2,2,71,86,3,9,1,9.19
2341,Female,21,CSE,8.65,4,85.58,10,1,8,4,2,2,2,8,4,4,9,99,81,6,3,1,10.74
2342,Male,21,ECE,6.26,3,75.33,2,9,4,1,1,1,7,5,5,0,5,96,60,8,10,1,10.34
2343,Male,20,Civil,6.63,2,78.73,1,2,7,1,1,1,8,6,10,4,8,51,59,2,4,0,0.0
2344,Male,22,IT,5.91,5,94.2,5,9,7,2,0,4,4,2,6,4,5,85,68,5,5,0,0.0
2345,Male,21,CSE,8.45,3,66.6,7,8,6,0,3,4,3,9,8,4,5,55,52,9,1,1,6.05
2346,Female,23,Mechanical,7.2,1,69.26,5,7,5,1,1,5,1,2,6,3,7,98,81,5,8,0,0.0
2347,Male,24,Civil,7.13,4,80.49,4,1,10,4,1,4,10,1,9,3,1,55,45,6,7,1,13.31
2348,Female,24,IT,7.9,4,76.39,5,4,4,2,2,0,7,5,3,1,7,44,50,3,7,1,4.33
2349,Female,23,CSE,5.75,5,82.97,10,7,5,0,3,4,7,10,10,4,4,36,42,9,5,1,11.04
2350,Female,21,EEE,9.31,2,96.83,8,6,7,5,3,4,9,8,5,3,6,59,99,6,2,1,4.37
2351,Female,20,ECE,7.23,0,96.68,5,1,8,2,1,2,6,3,9,0,2,49,89,3,8,0,0.0
2352,Male,22,Mechanical,6.76,5,69.2,9,7,4,4,1,1,4,6,8,3,2,36,51,5,10,0,0.0
2353,Male,24,IT,5.61,2,72.09,10,2,5,5,3,5,1,9,7,2,8,66,49,7,8,1,11.6
2354,Female,22,EEE,5.81,1,66.48,7,8,6,2,1,4,6,8,3,4,9,95,71,8,6,1,13.69
2355,Female,20,ECE,9.42,2,97.11,2,2,9,3,3,4,2,6,9,1,8,87,89,2,8,1,10.67
2356,Male,24,ECE,7.19,5,75.91,9,4,10,4,0,4,10,2,9,4,10,34,68,3,3,1,13.85
2357,Female,22,EEE,8.47,0,77.99,2,6,6,0,2,2,9,4,3,2,5,38,37,5,9,1,7.54
2358,Male,20,IT,5.39,1,92.11,6,8,7,2,0,0,7,7,9,2,1,70,41,6,9,1,12.07
2359,Female,22,ECE,8.09,1,80.52,8,3,8,4,0,3,1,9,1,3,3,80,90,7,3,1,9.89
2360,Male,21,Mechanical,9.42,0,64.79,2,6,3,4,2,5,4,10,1,2,2,53,57,4,3,0,0.0
2361,Female,20,CSE,6.44,3,77.51,6,6,5,0,0,5,5,2,1,4,4,88,72,6,10,1,11.16
2362,Female,22,Mechanical,7.78,2,85.22,5,1,4,4,1,1,3,7,3,0,9,33,45,4,10,0,0.0
2363,Male,21,Civil,9.51,5,88.77,7,6,1,0,0,2,9,8,8,1,9,67,59,8,6,1,9.57
2364,Female,21,ECE,8.45,1,85.81,10,1,4,4,0,2,9,10,6,0,9,35,76,10,3,1,14.73
2365,Female,20,CSE,5.3,5,64.77,5,9,2,2,1,5,9,7,7,0,9,51,83,2,6,1,10.82
2366,Male,23,EEE,6.82,2,72.17,3,4,4,0,1,2,2,5,6,2,3,94,99,2,8,0,0.0
2367,Female,24,CSE,5.41,0,89.34,6,5,2,0,0,4,3,5,1,3,3,86,74,4,2,0,0.0
2368,Male,20,CSE,9.13,4,95.21,7,1,4,4,0,2,10,9,5,0,7,88,86,2,6,1,9.69
2369,Male,21,CSE,7.98,0,61.89,1,1,4,5,1,3,7,1,7,2,8,53,54,9,3,0,0.0
2370,Female,21,ECE,9.59,2,61.69,8,9,3,3,2,2,6,7,8,0,6,63,85,5,1,1,12.05
2371,Female,20,Civil,5.09,1,85.74,8,6,5,5,1,0,8,2,5,0,2,56,90,9,4,1,11.82
2372,Female,23,Civil,7.03,2,81.92,4,10,9,5,2,1,1,5,8,4,10,33,59,6,5,0,0.0
2373,Female,24,IT,5.5,4,66.21,8,10,1,0,1,5,8,6,5,4,10,82,71,8,3,1,3.03
2374,Female,22,Civil,6.68,1,81.93,3,6,7,3,1,4,1,10,1,4,5,55,66,7,10,0,0.0
2375,Female,20,ECE,5.78,4,98.98,5,5,10,5,2,1,6,4,5,0,8,65,52,10,1,1,5.14
2376,Female,24,IT,6.58,3,85.24,3,6,1,1,2,5,8,4,1,3,7,34,55,1,1,0,0.0
2377,Male,24,EEE,8.93,5,77.97,2,8,10,2,2,1,10,5,4,1,7,85,31,4,8,1,12.75
2378,Female,21,EEE,5.77,0,93.1,5,7,1,3,0,5,7,4,8,2,7,78,97,7,1,1,13.52
2379,Male,22,EEE,7.27,3,68.51,8,7,2,5,2,5,3,3,6,3,7,67,68,9,6,1,13.27
2380,Female,20,EEE,9.42,2,76.57,9,9,10,5,1,2,7,10,2,1,4,53,69,2,5,1,3.05
2381,Female,21,EEE,9.79,3,81.11,5,9,6,2,1,2,3,9,3,3,3,59,65,1,9,0,0.0
2382,Male,21,Mechanical,6.2,0,80.18,3,9,9,0,3,5,3,1,1,1,3,84,51,2,2,0,0.0
2383,Female,23,ECE,9.49,1,96.84,3,1,3,5,1,4,5,6,6,4,10,97,53,9,1,1,13.64
2384,Female,24,IT,6.25,5,71.71,8,6,5,2,3,4,2,1,10,2,7,63,46,2,6,1,3.79
2385,Male,20,EEE,6.98,4,62.26,3,5,8,3,0,1,1,5,10,3,1,72,60,9,7,0,0.0
2386,Female,20,Mechanical,9.21,1,96.66,9,8,10,5,2,5,4,3,6,3,2,92,65,7,1,1,10.02
2387,Female,20,Civil,8.77,5,68.68,10,10,6,5,2,4,4,5,3,1,9,75,34,10,8,1,8.02
2388,Female,21,Mechanical,9.12,3,75.16,1,8,3,0,3,2,4,8,1,2,3,30,71,6,9,0,0.0
2389,Male,23,Mechanical,8.84,2,81.24,1,8,2,5,0,3,10,8,2,0,9,75,60,1,7,1,13.2
2390,Female,22,ECE,6.13,3,99.04,5,5,3,3,3,2,10,9,1,1,4,72,63,9,9,1,12.27
2391,Female,21,EEE,7.68,0,81.41,4,10,6,0,2,1,9,4,3,1,7,87,57,9,3,1,10.21
2392,Female,22,Mechanical,6.85,0,77.91,3,10,5,3,1,5,3,2,3,3,4,63,98,1,10,0,0.0
2393,Female,23,Mechanical,7.21,2,83.35,1,1,8,0,2,2,6,8,1,1,3,84,54,6,10,0,0.0
2394,Male,24,EEE,5.74,5,98.83,7,4,10,5,0,5,7,8,8,4,4,78,92,5,10,1,7.05
2395,Male,20,ECE,6.52,1,92.72,1,7,2,3,0,0,7,9,7,2,4,76,66,3,3,0,0.0
2396,Female,22,Mechanical,9.12,0,66.76,6,2,2,1,3,3,5,10,6,1,6,86,53,8,5,1,8.52
2397,Female,21,IT,9.31,0,92.13,10,7,4,3,2,3,2,7,7,1,3,97,89,5,2,1,6.73
2398,Male,22,CSE,7.93,2,93.64,2,5,9,3,0,2,2,2,2,4,8,87,37,7,8,0,0.0
2399,Male,24,Civil,7.39,1,87.63,4,6,5,1,2,4,9,8,8,1,1,46,99,10,9,1,14.95
2400,Female,20,CSE,8.42,3,86.29,8,6,7,2,2,1,1,7,7,4,7,48,76,4,8,0,0.0
2401,Male,22,CSE,7.92,4,77.64,3,5,7,0,3,4,1,6,1,1,9,69,84,9,10,0,0.0
2402,Female,24,ECE,9.72,2,85.67,9,10,6,5,1,2,8,6,8,3,7,57,43,10,5,1,8.63
2403,Male,21,Mechanical,5.91,1,89.5,5,7,6,3,2,1,7,9,7,1,8,65,35,1,5,1,11.57
2404,Male,23,CSE,7.16,4,64.91,6,4,9,2,2,5,9,5,10,3,7,76,43,8,9,1,13.43
2405,Male,21,CSE,9.41,2,70.29,2,1,4,4,1,3,6,8,10,4,1,52,76,9,3,0,0.0
2406,Male,20,Civil,9.39,3,67.76,1,9,2,2,3,1,3,10,2,1,4,49,60,7,4,0,0.0
2407,Female,21,EEE,7.38,3,93.65,5,7,7,4,1,0,2,9,3,2,10,31,47,6,2,0,0.0
2408,Male,21,Mechanical,5.65,1,87.2,1,9,6,0,2,2,7,6,6,1,8,44,89,6,3,0,0.0
2409,Male,21,Mechanical,8.91,1,78.03,4,9,4,4,3,2,1,6,6,3,6,41,69,6,6,0,0.0
2410,Female,21,Civil,7.81,3,93.04,8,7,1,1,1,4,8,1,4,1,7,76,62,1,4,1,5.17
2411,Male,20,EEE,8.71,3,88.67,2,2,4,1,3,5,8,10,8,1,10,65,81,9,8,1,10.22
2412,Male,24,Mechanical,7.22,2,96.54,6,2,6,2,0,0,9,9,10,3,5,57,53,3,5,1,14.53
2413,Female,22,IT,5.98,5,63.07,10,4,3,1,3,4,9,9,2,0,2,39,66,3,6,1,4.69
2414,Male,23,Civil,5.12,5,80.37,5,9,1,1,2,0,9,4,3,1,9,85,49,1,2,1,13.4
2415,Female,22,ECE,7.68,1,88.27,1,7,2,2,0,3,7,3,7,2,5,38,61,3,7,0,0.0
2416,Female,22,EEE,5.77,4,68.3,8,9,6,3,2,1,3,3,4,1,3,45,46,3,7,0,0.0
2417,Female,23,Civil,5.9,3,73.09,5,4,1,0,3,3,10,2,8,4,5,45,37,10,10,1,12.82
2418,Female,20,CSE,7.09,4,76.76,9,9,6,4,1,1,6,8,10,0,9,58,66,3,6,1,11.47
2419,Male,23,Mechanical,7.12,1,91.77,2,7,1,2,3,4,6,10,9,2,9,98,49,8,9,1,11.67
2420,Female,20,IT,6.32,1,79.74,6,8,1,1,3,0,2,2,6,4,8,52,41,1,3,0,0.0
2421,Male,22,IT,5.63,0,79.71,7,1,6,4,1,1,4,7,6,2,5,82,63,7,2,1,6.83
2422,Male,20,ECE,9.54,3,77.24,1,9,1,3,3,5,2,5,6,0,2,97,48,10,2,1,13.9
2423,Male,24,Civil,5.63,5,69.14,10,8,9,5,1,3,3,6,8,0,7,57,94,1,3,1,5.53
2424,Male,23,IT,6.68,5,96.92,4,1,2,0,2,2,7,8,2,2,3,98,41,9,8,1,6.41
2425,Male,24,Civil,6.46,1,72.71,2,8,9,0,0,2,8,5,2,2,10,92,88,6,9,1,7.52
2426,Male,22,Mechanical,9.16,1,82.7,7,5,5,1,2,2,1,4,10,3,7,77,68,2,8,1,11.34
2427,Male,23,Mechanical,6.97,3,65.95,3,3,5,3,0,4,8,4,6,4,9,46,65,4,5,0,0.0
2428,Male,22,IT,5.6,0,77.37,9,8,10,0,1,3,8,8,7,2,10,32,66,8,5,1,6.02
2429,Male,24,Mechanical,5.05,0,96.15,8,3,8,4,0,1,7,4,10,4,8,95,57,9,6,1,8.12
2430,Male,22,Civil,8.47,0,99.82,10,8,1,4,2,3,7,10,6,0,4,83,62,4,2,1,7.24
2431,Female,23,Mechanical,8.43,0,74.47,7,5,9,5,3,3,3,1,3,0,6,50,73,9,1,1,14.41
2432,Female,23,CSE,7.01,2,66.16,8,8,1,1,3,4,9,5,10,2,2,83,52,6,1,1,4.91
2433,Female,22,Civil,5.61,3,72.58,1,3,5,3,2,1,3,1,6,4,8,97,81,7,1,0,0.0
2434,Male,23,EEE,6.78,3,73.09,10,10,8,4,1,1,7,1,10,0,4,59,82,3,3,1,8.19
2435,Female,23,Mechanical,7.83,3,85.78,6,6,1,0,2,3,8,2,3,3,5,67,55,2,2,1,4.62
2436,Female,22,Mechanical,8.38,5,79.85,7,6,5,4,3,3,2,8,1,4,9,33,84,3,1,0,0.0
2437,Female,24,Civil,5.38,0,90.74,7,4,3,5,0,5,4,8,4,4,6,32,94,1,5,0,0.0
2438,Male,23,ECE,7.67,0,88.05,9,5,8,0,0,5,4,8,4,4,10,70,69,9,5,1,14.07
2439,Male,23,EEE,6.33,5,70.05,7,7,3,3,1,5,7,2,2,4,8,97,53,5,3,1,6.57
2440,Male,23,EEE,7.96,5,91.37,7,1,8,1,1,2,6,3,6,4,7,46,93,10,6,1,6.9
2441,Male,23,EEE,8.11,1,93.9,6,8,2,5,0,3,10,10,5,3,10,32,63,4,7,1,8.76
2442,Female,22,IT,9.37,2,83.94,3,3,10,5,3,0,6,3,1,0,3,46,52,1,2,1,6.04
2443,Female,24,CSE,6.97,5,97.11,6,7,3,1,0,2,6,4,2,4,7,76,92,4,9,1,6.14
2444,Female,24,CSE,7.58,3,91.32,9,9,1,1,2,0,9,2,6,4,2,33,47,5,2,1,13.36
2445,Female,20,ECE,6.29,2,83.82,10,2,1,2,0,3,4,1,3,4,3,99,86,4,3,1,13.59
2446,Male,23,EEE,6.38,5,96.25,3,10,4,1,2,3,10,7,7,0,2,58,51,1,7,1,3.68
2447,Male,23,EEE,5.22,3,84.01,3,10,5,1,2,4,2,8,1,2,9,65,33,10,10,0,0.0
2448,Male,20,Mechanical,6.37,0,80.85,7,7,3,0,3,5,2,10,7,0,9,90,35,1,1,1,9.25
2449,Female,24,Civil,5.31,0,74.25,7,1,2,5,2,3,9,9,3,4,3,78,31,8,7,1,14.94
2450,Male,21,IT,9.63,3,95.31,5,5,1,3,2,4,4,4,6,0,10,61,39,2,4,1,14.4
2451,Male,21,IT,8.0,4,64.91,8,7,3,3,1,5,10,1,1,1,8,76,71,9,5,1,11.92
2452,Female,24,ECE,5.83,0,78.94,8,5,1,4,2,5,9,5,1,2,2,34,82,5,6,1,8.45
2453,Female,23,CSE,5.56,1,81.5,2,5,10,1,2,4,1,5,1,3,2,94,70,6,2,0,0.0
2454,Male,21,EEE,6.78,5,82.19,6,6,10,3,2,1,2,2,6,1,3,51,80,5,5,0,0.0
2455,Male,22,Civil,6.48,0,86.08,5,10,6,3,2,4,7,5,2,4,8,89,52,1,4,1,4.52
2456,Male,22,ECE,6.34,1,80.23,4,10,3,5,3,1,7,5,10,3,2,53,94,7,5,1,6.84
2457,Male,20,IT,7.25,2,70.27,7,6,4,3,0,1,1,9,8,3,10,87,81,10,6,0,0.0
